Flower Name,MRP (₹),Qty Sold (kg),Weather,Customer Segment,Revenue,Profit Margin,Sale Frequency,Weather Impact Score,Customer Segment Score
Gerbera,106,140,Windy,Weddings,14840,2968.0,242,6,
Geranium,128,135,Windy,Daily Consumers,17280,3456.0,264,6,
Hibiscus,73,146,Rainy,Weddings,10658,2131.6,273,5,
Hibiscus,129,125,Rainy,Festivals,16125,3225.0,273,5,
Daisy,150,213,Sunny,Luxury Events,31950,6390.0,285,10,
Orchid,270,10,Windy,Festivals,2700,540.0,289,6,
Gerbera,114,251,Rainy,Weddings,28614,5722.8,242,5,
Lavender,249,63,Cloudy,Festivals,15687,3137.4,284,7,
Rose,110,110,Rainy,Marriage,12100,2420.0,281,5,
Sunflower,147,133,Rainy,Temple,19551,3910.2000000000003,257,5,6.0
Dahlia,173,34,Rainy,Corporate Events,5882,1176.4,300,5,7.0
Carnation,166,82,Rainy,Marriage,13612,2722.4,283,5,
Daisy,103,107,Sunny,Corporate Events,11021,2204.2000000000003,285,10,7.0
Carnation,202,105,Rainy,Special Events,21210,4242.0,283,5,8.0
Sunflower,174,97,Rainy,Marriage,16878,3375.6000000000004,257,5,
Dahlia,212,10,Windy,Marriage,2120,424.0,300,6,
Zinnia,72,179,Rainy,Weddings,12888,2577.6000000000004,277,5,
Zinnia,145,53,Cloudy,Luxury Events,7685,1537.0,277,7,
Daisy,114,171,Sunny,Festivals,19494,3898.8,285,10,
Gerbera,98,183,Sunny,Temple,17934,3586.8,242,10,6.0
Dahlia,171,50,Sunny,Temple,8550,1710.0,300,10,6.0
Tulip,287,10,Windy,Special Events,2870,574.0,257,6,8.0
Poppy,249,75,Cloudy,Special Events,18675,3735.0,284,7,8.0
Geranium,170,58,Rainy,Temple,9860,1972.0,264,5,6.0
Marigold,185,166,Rainy,Special Events,30710,6142.0,284,5,8.0
Gerbera,108,101,Sunny,Festivals,10908,2181.6,242,10,
Dahlia,198,10,Sunny,Daily Consumers,1980,396.0,300,10,
Zinnia,80,163,Cloudy,Festivals,13040,2608.0,277,7,
Lavender,233,86,Cloudy,Weddings,20038,4007.6000000000004,284,7,
Rose,140,221,Sunny,Special Events,30940,6188.0,281,10,8.0
Carnation,157,182,Cloudy,Weddings,28574,5714.8,283,7,
Lily,159,44,Sunny,High-End Customers,6996,1399.2,280,10,9.0
Poppy,231,12,Rainy,Temple,2772,554.4,284,5,6.0
Calla Lily,295,19,Cloudy,High-End Customers,5605,1121.0,298,7,9.0
Poppy,243,10,Rainy,Daily Consumers,2430,486.0,284,5,
Hibiscus,70,144,Windy,Luxury Events,10080,2016.0,273,6,
Dahlia,160,99,Rainy,Luxury Events,15840,3168.0,300,5,
Calla Lily,285,52,Rainy,Daily Consumers,14820,2964.0,298,5,
Orchid,304,10,Windy,Corporate Events,3040,608.0,289,6,7.0
Zinnia,90,156,Windy,Special Events,14040,2808.0,277,6,8.0
Jasmine,127,105,Cloudy,Daily Consumers,13335,2667.0,293,7,
Hibiscus,119,81,Windy,Luxury Events,9639,1927.8000000000002,273,6,
Sunflower,163,120,Cloudy,Corporate Events,19560,3912.0,257,7,7.0
Rose,125,109,Rainy,Weddings,13625,2725.0,281,5,
Sunflower,176,87,Windy,Corporate Events,15312,3062.4,257,6,7.0
Lavender,194,10,Windy,Temple,1940,388.0,284,6,6.0
Lavender,242,93,Windy,High-End Customers,22506,4501.2,284,6,9.0
Tulip,291,65,Rainy,Luxury Events,18915,3783.0,257,5,
Orchid,334,10,Rainy,High-End Customers,3340,668.0,289,5,9.0
Orchid,341,109,Cloudy,Daily Consumers,37169,7433.8,289,7,
Hibiscus,120,109,Cloudy,Marriage,13080,2616.0,273,7,
Dahlia,169,119,Cloudy,Special Events,20111,4022.2000000000003,300,7,8.0
Carnation,164,92,Rainy,Temple,15088,3017.6000000000004,283,5,6.0
Orchid,327,10,Windy,Corporate Events,3270,654.0,289,6,7.0
Zinnia,149,104,Rainy,Daily Consumers,15496,3099.2000000000003,277,5,
Poppy,211,10,Windy,Marriage,2110,422.0,284,6,
Lavender,175,34,Rainy,High-End Customers,5950,1190.0,284,5,9.0
Carnation,170,135,Windy,Weddings,22950,4590.0,283,6,
Carnation,130,203,Cloudy,Daily Consumers,26390,5278.0,283,7,
Lily,220,140,Cloudy,Marriage,30800,6160.0,280,7,
Gerbera,142,188,Windy,Weddings,26696,5339.200000000001,242,6,
Orchid,318,10,Windy,Special Events,3180,636.0,289,6,8.0
Marigold,172,179,Windy,Daily Consumers,30788,6157.6,284,6,
Rose,135,203,Rainy,Luxury Events,27405,5481.0,281,5,
Lily,153,134,Windy,High-End Customers,20502,4100.400000000001,280,6,9.0
Geranium,187,85,Sunny,Corporate Events,15895,3179.0,264,10,7.0
Marigold,135,163,Rainy,Temple,22005,4401.0,284,5,6.0
Gerbera,148,248,Sunny,Marriage,36704,7340.8,242,10,
Gerbera,116,256,Windy,High-End Customers,29696,5939.200000000001,242,6,9.0
Lavender,222,62,Cloudy,Luxury Events,13764,2752.8,284,7,
Sunflower,127,161,Sunny,Luxury Events,20447,4089.4,257,10,
Geranium,179,136,Cloudy,Marriage,24344,4868.8,264,7,
Daisy,152,101,Windy,Festivals,15352,3070.4,285,6,
Lily,158,120,Cloudy,Temple,18960,3792.0,280,7,6.0
Lavender,215,139,Sunny,Marriage,29885,5977.0,284,10,
Geranium,134,167,Sunny,Festivals,22378,4475.6,264,10,
Sunflower,145,96,Rainy,Festivals,13920,2784.0,257,5,
Geranium,153,73,Sunny,Temple,11169,2233.8,264,10,6.0
Orchid,343,49,Rainy,Weddings,16807,3361.4,289,5,
Hibiscus,116,83,Cloudy,Special Events,9628,1925.6000000000001,273,7,8.0
Hibiscus,124,98,Sunny,Daily Consumers,12152,2430.4,273,10,
Rose,136,187,Cloudy,Special Events,25432,5086.400000000001,281,7,8.0
Lily,204,84,Cloudy,Corporate Events,17136,3427.2000000000003,280,7,7.0
Marigold,120,165,Cloudy,Daily Consumers,19800,3960.0,284,7,
Hibiscus,108,191,Rainy,Marriage,20628,4125.6,273,5,
Lily,182,151,Rainy,Temple,27482,5496.400000000001,280,5,6.0
Calla Lily,271,120,Sunny,Temple,32520,6504.0,298,10,6.0
Zinnia,100,141,Sunny,Marriage,14100,2820.0,277,10,
Tulip,278,109,Cloudy,Weddings,30302,6060.400000000001,257,7,
Orchid,330,10,Cloudy,Special Events,3300,660.0,289,7,8.0
Marigold,138,270,Rainy,Special Events,37260,7452.0,284,5,8.0
Orchid,295,110,Windy,Festivals,32450,6490.0,289,6,
Carnation,158,97,Rainy,High-End Customers,15326,3065.2000000000003,283,5,9.0
Orchid,310,51,Windy,Marriage,15810,3162.0,289,6,
Geranium,128,79,Cloudy,Weddings,10112,2022.4,264,7,
Dahlia,163,76,Windy,Special Events,12388,2477.6000000000004,300,6,8.0
Daisy,96,97,Cloudy,Festivals,9312,1862.4,285,7,
Sunflower,128,178,Windy,Corporate Events,22784,4556.8,257,6,7.0
Lily,186,113,Cloudy,Luxury Events,21018,4203.6,280,7,
Carnation,143,53,Rainy,Festivals,7579,1515.8000000000002,283,5,
Hibiscus,60,155,Sunny,Marriage,9300,1860.0,273,10,
Sunflower,146,180,Windy,Festivals,26280,5256.0,257,6,
Marigold,193,213,Sunny,Marriage,41109,8221.800000000001,284,10,
Rose,128,154,Sunny,Festivals,19712,3942.4,281,10,
Dahlia,164,129,Windy,Weddings,21156,4231.2,300,6,
Jasmine,85,170,Windy,Corporate Events,14450,2890.0,293,6,7.0
Daisy,82,197,Sunny,Weddings,16154,3230.8,285,10,
Lily,191,121,Rainy,Special Events,23111,4622.2,280,5,8.0
Marigold,156,260,Windy,Festivals,40560,8112.0,284,6,
Zinnia,119,118,Cloudy,Marriage,14042,2808.4,277,7,
Tulip,256,97,Cloudy,Festivals,24832,4966.400000000001,257,7,
Sunflower,107,84,Cloudy,Temple,8988,1797.6000000000001,257,7,6.0
Marigold,134,169,Sunny,Weddings,22646,4529.2,284,10,
Daisy,121,186,Cloudy,Festivals,22506,4501.2,285,7,
Sunflower,128,68,Cloudy,Temple,8704,1740.8000000000002,257,7,6.0
Tulip,279,10,Cloudy,Corporate Events,2790,558.0,257,7,7.0
Calla Lily,265,54,Windy,Daily Consumers,14310,2862.0,298,6,
Gerbera,139,227,Rainy,Marriage,31553,6310.6,242,5,
Marigold,151,129,Sunny,Special Events,19479,3895.8,284,10,8.0
Rose,104,220,Cloudy,Festivals,22880,4576.0,281,7,
Sunflower,175,46,Sunny,Luxury Events,8050,1610.0,257,10,
Poppy,245,10,Windy,Special Events,2450,490.0,284,6,8.0
Marigold,158,150,Windy,Daily Consumers,23700,4740.0,284,6,
Jasmine,106,95,Windy,Festivals,10070,2014.0,293,6,
Geranium,113,93,Sunny,Corporate Events,10509,2101.8,264,10,7.0
Poppy,192,10,Rainy,Marriage,1920,384.0,284,5,
Daisy,93,94,Cloudy,Temple,8742,1748.4,285,7,6.0
Poppy,227,53,Rainy,Corporate Events,12031,2406.2000000000003,284,5,7.0
Dahlia,179,39,Sunny,Special Events,6981,1396.2,300,10,8.0
Zinnia,108,74,Sunny,Corporate Events,7992,1598.4,277,10,7.0
Dahlia,201,25,Rainy,Corporate Events,5025,1005.0,300,5,7.0
Zinnia,124,86,Rainy,Marriage,10664,2132.8,277,5,
Gerbera,92,252,Cloudy,Luxury Events,23184,4636.8,242,7,
Lily,192,47,Sunny,Special Events,9024,1804.8000000000002,280,10,8.0
Gerbera,90,193,Sunny,Temple,17370,3474.0,242,10,6.0
Rose,101,90,Windy,High-End Customers,9090,1818.0,281,6,9.0
Calla Lily,245,120,Rainy,Daily Consumers,29400,5880.0,298,5,
Lily,176,10,Windy,Temple,1760,352.0,280,6,6.0
Carnation,196,97,Cloudy,Corporate Events,19012,3802.4,283,7,7.0
Hibiscus,71,130,Windy,Temple,9230,1846.0,273,6,6.0
Dahlia,191,114,Sunny,Special Events,21774,4354.8,300,10,8.0
Zinnia,82,172,Cloudy,Corporate Events,14104,2820.8,277,7,7.0
Chrysanthemum,164,87,Rainy,Corporate Events,14268,2853.6000000000004,269,5,7.0
Rose,135,117,Rainy,Daily Consumers,15795,3159.0,281,5,
Gerbera,84,154,Sunny,Festivals,12936,2587.2000000000003,242,10,
Rose,165,155,Windy,Weddings,25575,5115.0,281,6,
Poppy,230,17,Rainy,Special Events,3910,782.0,284,5,8.0
Dahlia,192,15,Rainy,Luxury Events,2880,576.0,300,5,
Lavender,236,12,Cloudy,Marriage,2832,566.4,284,7,
Dahlia,178,122,Windy,Special Events,21716,4343.2,300,6,8.0
Lily,167,109,Cloudy,Corporate Events,18203,3640.6000000000004,280,7,7.0
Orchid,350,10,Rainy,Daily Consumers,3500,700.0,289,5,
Calla Lily,223,104,Cloudy,Daily Consumers,23192,4638.400000000001,298,7,
Zinnia,129,181,Cloudy,Special Events,23349,4669.8,277,7,8.0
Carnation,147,197,Cloudy,Temple,28959,5791.8,283,7,6.0
Orchid,336,46,Sunny,Corporate Events,15456,3091.2000000000003,289,10,7.0
Tulip,299,10,Cloudy,Marriage,2990,598.0,257,7,
Marigold,163,150,Sunny,Festivals,24450,4890.0,284,10,
Orchid,329,10,Cloudy,High-End Customers,3290,658.0,289,7,9.0
Chrysanthemum,132,59,Rainy,Special Events,7788,1557.6000000000001,269,5,8.0
Orchid,333,10,Windy,Festivals,3330,666.0,289,6,
Hibiscus,122,149,Cloudy,Marriage,18178,3635.6000000000004,273,7,
Lily,183,145,Cloudy,Corporate Events,26535,5307.0,280,7,7.0
Rose,166,115,Cloudy,High-End Customers,19090,3818.0,281,7,9.0
Daisy,123,138,Windy,Corporate Events,16974,3394.8,285,6,7.0
Jasmine,99,145,Sunny,High-End Customers,14355,2871.0,293,10,9.0
Dahlia,166,10,Windy,Special Events,1660,332.0,300,6,8.0
Daisy,113,140,Sunny,Special Events,15820,3164.0,285,10,8.0
Jasmine,86,96,Sunny,Temple,8256,1651.2,293,10,6.0
Chrysanthemum,186,100,Cloudy,Special Events,18600,3720.0,269,7,8.0
Chrysanthemum,121,34,Sunny,Daily Consumers,4114,822.8000000000001,269,10,
Hibiscus,112,228,Windy,Marriage,25536,5107.200000000001,273,6,
Rose,144,226,Cloudy,Daily Consumers,32544,6508.8,281,7,
Carnation,201,126,Windy,Daily Consumers,25326,5065.200000000001,283,6,
Gerbera,130,239,Rainy,Daily Consumers,31070,6214.0,242,5,
Hibiscus,110,192,Rainy,Special Events,21120,4224.0,273,5,8.0
Orchid,331,37,Rainy,Temple,12247,2449.4,289,5,6.0
Daisy,120,171,Cloudy,High-End Customers,20520,4104.0,285,7,9.0
Geranium,153,140,Windy,Marriage,21420,4284.0,264,6,
Zinnia,110,113,Rainy,Special Events,12430,2486.0,277,5,8.0
Zinnia,82,207,Sunny,Special Events,16974,3394.8,277,10,8.0
Gerbera,108,227,Sunny,Temple,24516,4903.2,242,10,6.0
Marigold,129,131,Cloudy,Weddings,16899,3379.8,284,7,
Marigold,177,205,Windy,High-End Customers,36285,7257.0,284,6,9.0
Sunflower,117,137,Cloudy,Festivals,16029,3205.8,257,7,
Geranium,134,55,Rainy,Temple,7370,1474.0,264,5,6.0
Tulip,259,10,Sunny,Luxury Events,2590,518.0,257,10,
Carnation,175,165,Windy,Luxury Events,28875,5775.0,283,6,
Marigold,144,192,Rainy,Festivals,27648,5529.6,284,5,
Marigold,171,252,Cloudy,Festivals,43092,8618.4,284,7,
Tulip,226,98,Sunny,Marriage,22148,4429.6,257,10,
Marigold,184,228,Sunny,Corporate Events,41952,8390.4,284,10,7.0
Dahlia,169,60,Rainy,High-End Customers,10140,2028.0,300,5,9.0
Dahlia,166,85,Windy,Special Events,14110,2822.0,300,6,8.0
Dahlia,210,69,Rainy,Temple,14490,2898.0,300,5,6.0
Rose,115,219,Rainy,Marriage,25185,5037.0,281,5,
Orchid,318,10,Sunny,Marriage,3180,636.0,289,10,
Marigold,134,175,Cloudy,Daily Consumers,23450,4690.0,284,7,
Lavender,185,105,Cloudy,Temple,19425,3885.0,284,7,6.0
Gerbera,155,117,Rainy,Luxury Events,18135,3627.0,242,5,
Orchid,322,31,Sunny,Marriage,9982,1996.4,289,10,
Lavender,213,23,Sunny,Corporate Events,4899,979.8000000000001,284,10,7.0
Poppy,216,74,Cloudy,Luxury Events,15984,3196.8,284,7,
Zinnia,111,96,Windy,Weddings,10656,2131.2000000000003,277,6,
Tulip,299,10,Windy,Temple,2990,598.0,257,6,6.0
Rose,168,130,Windy,Weddings,21840,4368.0,281,6,
Carnation,133,195,Rainy,Daily Consumers,25935,5187.0,283,5,
Geranium,173,133,Rainy,Luxury Events,23009,4601.8,264,5,
Zinnia,108,147,Windy,Daily Consumers,15876,3175.2000000000003,277,6,
Hibiscus,82,82,Cloudy,Luxury Events,6724,1344.8000000000002,273,7,
Geranium,114,141,Rainy,Special Events,16074,3214.8,264,5,8.0
Orchid,327,10,Sunny,Special Events,3270,654.0,289,10,8.0
Sunflower,140,96,Rainy,Weddings,13440,2688.0,257,5,
Hibiscus,79,100,Sunny,Temple,7900,1580.0,273,10,6.0
Calla Lily,291,43,Sunny,Daily Consumers,12513,2502.6000000000004,298,10,
Jasmine,96,76,Rainy,Temple,7296,1459.2,293,5,6.0
Zinnia,108,113,Rainy,Daily Consumers,12204,2440.8,277,5,
Hibiscus,140,91,Sunny,Temple,12740,2548.0,273,10,6.0
Gerbera,102,223,Sunny,Marriage,22746,4549.2,242,10,
Orchid,323,10,Rainy,Weddings,3230,646.0,289,5,
Poppy,242,120,Rainy,Luxury Events,29040,5808.0,284,5,
Poppy,251,63,Sunny,Festivals,15813,3162.6000000000004,284,10,
Zinnia,73,148,Rainy,Daily Consumers,10804,2160.8,277,5,
Zinnia,97,197,Windy,Special Events,19109,3821.8,277,6,8.0
Chrysanthemum,149,27,Cloudy,High-End Customers,4023,804.6,269,7,9.0
Rose,165,180,Cloudy,Corporate Events,29700,5940.0,281,7,7.0
Calla Lily,275,113,Sunny,Luxury Events,31075,6215.0,298,10,
Tulip,227,128,Rainy,Weddings,29056,5811.200000000001,257,5,
Poppy,265,10,Cloudy,Special Events,2650,530.0,284,7,8.0
Carnation,157,110,Sunny,Daily Consumers,17270,3454.0,283,10,
Daisy,101,211,Rainy,High-End Customers,21311,4262.2,285,5,9.0
Tulip,235,75,Rainy,Weddings,17625,3525.0,257,5,
Daisy,107,110,Sunny,High-End Customers,11770,2354.0,285,10,9.0
Rose,121,164,Windy,Temple,19844,3968.8,281,6,6.0
Sunflower,142,107,Rainy,Luxury Events,15194,3038.8,257,5,
Sunflower,100,165,Rainy,Temple,16500,3300.0,257,5,6.0
Orchid,270,40,Cloudy,Festivals,10800,2160.0,289,7,
Marigold,141,273,Sunny,Daily Consumers,38493,7698.6,284,10,
Gerbera,157,242,Rainy,Marriage,37994,7598.8,242,5,
Lavender,244,134,Windy,Festivals,32696,6539.200000000001,284,6,
Geranium,121,94,Windy,Luxury Events,11374,2274.8,264,6,
Geranium,132,152,Windy,Marriage,20064,4012.8,264,6,
Lily,168,88,Windy,Marriage,14784,2956.8,280,6,
Gerbera,150,223,Cloudy,Weddings,33450,6690.0,242,7,
Dahlia,174,104,Rainy,High-End Customers,18096,3619.2000000000003,300,5,9.0
Jasmine,89,58,Sunny,Corporate Events,5162,1032.4,293,10,7.0
Poppy,256,10,Windy,Marriage,2560,512.0,284,6,
Jasmine,84,160,Cloudy,Daily Consumers,13440,2688.0,293,7,
Poppy,245,10,Cloudy,High-End Customers,2450,490.0,284,7,9.0
Geranium,140,97,Windy,Luxury Events,13580,2716.0,264,6,
Poppy,242,18,Windy,Corporate Events,4356,871.2,284,6,7.0
Calla Lily,223,95,Windy,Daily Consumers,21185,4237.0,298,6,
Hibiscus,80,80,Cloudy,Special Events,6400,1280.0,273,7,8.0
Chrysanthemum,187,137,Cloudy,Weddings,25619,5123.8,269,7,
Jasmine,131,171,Cloudy,High-End Customers,22401,4480.2,293,7,9.0
Chrysanthemum,154,94,Sunny,Marriage,14476,2895.2000000000003,269,10,
Dahlia,171,71,Sunny,Temple,12141,2428.2000000000003,300,10,6.0
Hibiscus,78,153,Cloudy,Special Events,11934,2386.8,273,7,8.0
Poppy,267,30,Cloudy,Weddings,8010,1602.0,284,7,
Lily,152,129,Cloudy,Corporate Events,19608,3921.6000000000004,280,7,7.0
Dahlia,167,52,Rainy,Festivals,8684,1736.8000000000002,300,5,
Sunflower,168,72,Cloudy,Festivals,12096,2419.2000000000003,257,7,
Lily,223,18,Cloudy,Daily Consumers,4014,802.8000000000001,280,7,
Rose,152,108,Rainy,Daily Consumers,16416,3283.2000000000003,281,5,
Daisy,120,216,Cloudy,Marriage,25920,5184.0,285,7,
Jasmine,80,62,Rainy,Weddings,4960,992.0,293,5,
Daisy,158,101,Cloudy,Temple,15958,3191.6000000000004,285,7,6.0
Zinnia,146,181,Sunny,Luxury Events,26426,5285.200000000001,277,10,
Carnation,181,202,Windy,Special Events,36562,7312.400000000001,283,6,8.0
Poppy,191,117,Sunny,Marriage,22347,4469.400000000001,284,10,
Hibiscus,78,184,Cloudy,Weddings,14352,2870.4,273,7,
Poppy,250,27,Cloudy,Luxury Events,6750,1350.0,284,7,
Hibiscus,92,170,Windy,Luxury Events,15640,3128.0,273,6,
Marigold,177,222,Rainy,Marriage,39294,7858.8,284,5,
Chrysanthemum,176,145,Sunny,Daily Consumers,25520,5104.0,269,10,
Rose,116,87,Windy,Special Events,10092,2018.4,281,6,8.0
Marigold,176,229,Rainy,Special Events,40304,8060.8,284,5,8.0
Geranium,136,104,Windy,Festivals,14144,2828.8,264,6,
Rose,112,133,Sunny,Weddings,14896,2979.2000000000003,281,10,
Geranium,183,122,Cloudy,High-End Customers,22326,4465.2,264,7,9.0
Poppy,221,10,Rainy,Festivals,2210,442.0,284,5,
Lavender,247,81,Rainy,High-End Customers,20007,4001.4,284,5,9.0
Lily,213,10,Cloudy,Special Events,2130,426.0,280,7,8.0
Dahlia,174,10,Cloudy,Corporate Events,1740,348.0,300,7,7.0
Sunflower,170,154,Sunny,Daily Consumers,26180,5236.0,257,10,
Jasmine,126,95,Sunny,Daily Consumers,11970,2394.0,293,10,
Tulip,232,118,Sunny,Corporate Events,27376,5475.200000000001,257,10,7.0
Calla Lily,266,78,Windy,Temple,20748,4149.6,298,6,6.0
Dahlia,187,31,Windy,High-End Customers,5797,1159.4,300,6,9.0
Marigold,189,193,Sunny,High-End Customers,36477,7295.400000000001,284,10,9.0
Geranium,152,103,Sunny,High-End Customers,15656,3131.2000000000003,264,10,9.0
Geranium,167,132,Sunny,Special Events,22044,4408.8,264,10,8.0
Daisy,127,86,Cloudy,Marriage,10922,2184.4,285,7,
Dahlia,153,89,Windy,Daily Consumers,13617,2723.4,300,6,
Carnation,181,51,Cloudy,Temple,9231,1846.2,283,7,6.0
Gerbera,99,221,Windy,Festivals,21879,4375.8,242,6,
Jasmine,131,41,Rainy,Special Events,5371,1074.2,293,5,8.0
Gerbera,130,132,Windy,Special Events,17160,3432.0,242,6,8.0
Calla Lily,276,87,Rainy,Festivals,24012,4802.400000000001,298,5,
Poppy,199,100,Cloudy,Weddings,19900,3980.0,284,7,
Tulip,232,46,Windy,Luxury Events,10672,2134.4,257,6,
Jasmine,105,119,Sunny,High-End Customers,12495,2499.0,293,10,9.0
Daisy,103,97,Windy,Corporate Events,9991,1998.2,285,6,7.0
Daisy,125,142,Sunny,High-End Customers,17750,3550.0,285,10,9.0
Chrysanthemum,186,153,Windy,Temple,28458,5691.6,269,6,6.0
Hibiscus,87,202,Windy,High-End Customers,17574,3514.8,273,6,9.0
Geranium,120,140,Cloudy,Festivals,16800,3360.0,264,7,
Marigold,196,258,Windy,Corporate Events,50568,10113.6,284,6,7.0
Lavender,215,110,Sunny,Marriage,23650,4730.0,284,10,
Gerbera,99,159,Cloudy,Luxury Events,15741,3148.2000000000003,242,7,
Marigold,148,271,Sunny,Marriage,40108,8021.6,284,10,
Chrysanthemum,149,21,Sunny,Corporate Events,3129,625.8000000000001,269,10,7.0
Calla Lily,234,30,Cloudy,Weddings,7020,1404.0,298,7,
Lavender,205,10,Rainy,Daily Consumers,2050,410.0,284,5,
Daisy,119,65,Sunny,Daily Consumers,7735,1547.0,285,10,
Daisy,112,190,Sunny,Weddings,21280,4256.0,285,10,
Lily,156,141,Sunny,High-End Customers,21996,4399.2,280,10,9.0
Calla Lily,229,10,Rainy,Special Events,2290,458.0,298,5,8.0
Jasmine,77,95,Sunny,Daily Consumers,7315,1463.0,293,10,
Tulip,288,107,Cloudy,Daily Consumers,30816,6163.200000000001,257,7,
Calla Lily,277,55,Windy,Temple,15235,3047.0,298,6,6.0
Zinnia,70,134,Rainy,Festivals,9380,1876.0,277,5,
Sunflower,102,172,Windy,Marriage,17544,3508.8,257,6,
Rose,125,93,Sunny,Temple,11625,2325.0,281,10,6.0
Tulip,222,65,Sunny,Special Events,14430,2886.0,257,10,8.0
Hibiscus,108,138,Rainy,Luxury Events,14904,2980.8,273,5,
Orchid,301,63,Sunny,Festivals,18963,3792.6000000000004,289,10,
Rose,117,221,Windy,Daily Consumers,25857,5171.400000000001,281,6,
Daisy,82,133,Windy,Corporate Events,10906,2181.2000000000003,285,6,7.0
Poppy,235,66,Cloudy,High-End Customers,15510,3102.0,284,7,9.0
Sunflower,132,165,Sunny,Festivals,21780,4356.0,257,10,
Hibiscus,129,89,Cloudy,Daily Consumers,11481,2296.2000000000003,273,7,
Orchid,320,10,Windy,Luxury Events,3200,640.0,289,6,
Zinnia,117,196,Windy,Marriage,22932,4586.400000000001,277,6,
Carnation,135,209,Rainy,High-End Customers,28215,5643.0,283,5,9.0
Hibiscus,96,110,Windy,Temple,10560,2112.0,273,6,6.0
Sunflower,175,90,Rainy,Festivals,15750,3150.0,257,5,
Carnation,155,152,Cloudy,Corporate Events,23560,4712.0,283,7,7.0
Poppy,227,110,Rainy,Luxury Events,24970,4994.0,284,5,
Geranium,123,42,Sunny,Festivals,5166,1033.2,264,10,
Lavender,239,84,Rainy,Daily Consumers,20076,4015.2000000000003,284,5,
Sunflower,147,101,Rainy,High-End Customers,14847,2969.4,257,5,9.0
Jasmine,110,166,Rainy,Corporate Events,18260,3652.0,293,5,7.0
Hibiscus,125,237,Windy,Special Events,29625,5925.0,273,6,8.0
Rose,115,72,Sunny,Daily Consumers,8280,1656.0,281,10,
Rose,113,70,Cloudy,Temple,7910,1582.0,281,7,6.0
Dahlia,149,108,Cloudy,Festivals,16092,3218.4,300,7,
Jasmine,77,85,Cloudy,Marriage,6545,1309.0,293,7,
Jasmine,112,53,Windy,Festivals,5936,1187.2,293,6,
Rose,165,161,Sunny,Special Events,26565,5313.0,281,10,8.0
Lavender,240,125,Cloudy,Daily Consumers,30000,6000.0,284,7,
Zinnia,140,169,Cloudy,Daily Consumers,23660,4732.0,277,7,
Orchid,317,97,Windy,Corporate Events,30749,6149.8,289,6,7.0
Tulip,289,13,Cloudy,Special Events,3757,751.4000000000001,257,7,8.0
Calla Lily,232,10,Rainy,Weddings,2320,464.0,298,5,
Jasmine,74,37,Sunny,Temple,2738,547.6,293,10,6.0
Tulip,270,10,Sunny,Luxury Events,2700,540.0,257,10,
Daisy,94,175,Windy,Temple,16450,3290.0,285,6,6.0
Lily,230,119,Sunny,Daily Consumers,27370,5474.0,280,10,
Tulip,292,17,Cloudy,Luxury Events,4964,992.8000000000001,257,7,
Tulip,264,29,Cloudy,Festivals,7656,1531.2,257,7,
Poppy,191,10,Cloudy,High-End Customers,1910,382.0,284,7,9.0
Gerbera,99,241,Rainy,Luxury Events,23859,4771.8,242,5,
Gerbera,87,159,Rainy,Festivals,13833,2766.6000000000004,242,5,
Gerbera,88,162,Cloudy,Weddings,14256,2851.2000000000003,242,7,
Dahlia,160,10,Rainy,Daily Consumers,1600,320.0,300,5,
Zinnia,75,209,Cloudy,Temple,15675,3135.0,277,7,6.0
Gerbera,137,184,Windy,Festivals,25208,5041.6,242,6,
Zinnia,105,202,Sunny,Marriage,21210,4242.0,277,10,
Tulip,273,77,Windy,Weddings,21021,4204.2,257,6,
